,,,,,337a,གསུམ་བརྒྱ་ སོ་བདུན་,#NAME?,X,-2,673,98,གོ་བརྒྱད་,V23703_I1421,675,https://iiif.bdrc.io/bdr:V23703_I1421::14210675.tif/full/max/0/default.png
,,,,,337b,,#NAME?,X,-2,674,99,གོ་དགུ་,V23703_I1421,676,https://iiif.bdrc.io/bdr:V23703_I1421::14210676.tif/full/max/0/default.png
,,,,,338a,གསུམ་བརྒྱ་ སོ་བརྒྱད་,A1: first image to display; B1: last image to display,0,-2,675,100,བརྒྱ་,V23703_I1421,677,https://iiif.bdrc.io/bdr:V23703_I1421::14210677.tif/full/max/0/default.png
,,,,,338b,,A1: first image to display; B1: last image to display,0,-2,676,101,བརྒྱ་ གཅིག་,V23703_I1421,678,https://iiif.bdrc.io/bdr:V23703_I1421::14210678.tif/full/max/0/default.png
,,,,,339a,གསུམ་བརྒྱ་ སོ་དགུ་,A1: first image to display; B1: last image to display,0,-2,677,102,བརྒྱ་ གཉིས་,V23703_I1421,679,https://iiif.bdrc.io/bdr:V23703_I1421::14210679.tif/full/max/0/default.png
,,,,,339b,,A1: first image to display; B1: last image to display,0,-2,678,103,བརྒྱ་ གསུམ་,V23703_I1421,680,https://iiif.bdrc.io/bdr:V23703_I1421::14210680.tif/full/max/0/default.png
,,,,,340a,གསུམ་བརྒྱ་ བཞི་བཅུ་,A1: first image to display; B1: last image to display,0,-2,679,104,བརྒྱ་ བཞི་,V23703_I1421,681,https://iiif.bdrc.io/bdr:V23703_I1421::14210681.tif/full/max/0/default.png
,,,,,340b,,A1: first image to display; B1: last image to display,0,-2,680,105,བརྒྱ་ ལྔ་,V23703_I1421,682,https://iiif.bdrc.io/bdr:V23703_I1421::14210682.tif/full/max/0/default.png
,,,,,341a,གསུམ་བརྒྱ་ ཞེ་གཅིག་,A1: first image to display; B1: last image to display,0,-2,681,106,བརྒྱ་ དྲུག་,V23703_I1421,683,https://iiif.bdrc.io/bdr:V23703_I1421::14210683.tif/full/max/0/default.png
,,,,,341b,,A1: first image to display; B1: last image to display,0,-2,682,107,བརྒྱ་ བདུན་,V23703_I1421,684,https://iiif.bdrc.io/bdr:V23703_I1421::14210684.tif/full/max/0/default.png
,,,,,342a,གསུམ་བརྒྱ་ ཞེ་གཉིས་,A1: first image to display; B1: last image to display,0,-2,683,108,བརྒྱ་ བརྒྱད་,V23703_I1421,685,https://iiif.bdrc.io/bdr:V23703_I1421::14210685.tif/full/max/0/default.png
,,,,,342b,,A1: first image to display; B1: last image to display,0,-2,684,109,བརྒྱ་ དགུ་,V23703_I1421,686,https://iiif.bdrc.io/bdr:V23703_I1421::14210686.tif/full/max/0/default.png
,,,,,343a,གསུམ་བརྒྱ་ ཞེ་གསུམ་,A1: first image to display; B1: last image to display,0,-2,685,110,བརྒྱ་ བཅུ་,V23703_I1421,687,https://iiif.bdrc.io/bdr:V23703_I1421::14210687.tif/full/max/0/default.png
,,,,,343b,,A1: first image to display; B1: last image to display,0,-2,686,111,བརྒྱ་ བཅུ་གཅིག་,V23703_I1421,688,https://iiif.bdrc.io/bdr:V23703_I1421::14210688.tif/full/max/0/default.png
,,,,,344a,གསུམ་བརྒྱ་ ཞེ་བཞི་,A1: first image to display; B1: last image to display,0,-2,687,112,བརྒྱ་ བཅུ་གཉིས་,V23703_I1421,689,https://iiif.bdrc.io/bdr:V23703_I1421::14210689.tif/full/max/0/default.png
,,,,,344b,,A1: first image to display; B1: last image to display,0,-2,688,113,བརྒྱ་ བཅུ་གསུམ་,V23703_I1421,690,https://iiif.bdrc.io/bdr:V23703_I1421::14210690.tif/full/max/0/default.png
,,,,,345a,གསུམ་བརྒྱ་ ཞེ་ལྔ་,A1: first image to display; B1: last image to display,0,-2,689,114,བརྒྱ་ བཅུ་བཞི་,V23703_I1421,691,https://iiif.bdrc.io/bdr:V23703_I1421::14210691.tif/full/max/0/default.png
,,,,,345b,,A1: first image to display; B1: last image to display,0,-2,690,115,བརྒྱ་ བཅོ་ལྔ་,V23703_I1421,692,https://iiif.bdrc.io/bdr:V23703_I1421::14210692.tif/full/max/0/default.png
,,,,,346a,གསུམ་བརྒྱ་ ཞེ་དྲུག་,A1: first image to display; B1: last image to display,0,-2,691,116,བརྒྱ་ བཅུ་དྲུག་,V23703_I1421,693,https://iiif.bdrc.io/bdr:V23703_I1421::14210693.tif/full/max/0/default.png
,,,,,346b,,A1: first image to display; B1: last image to display,0,-2,692,117,བརྒྱ་ བཅུ་བདུན་,V23703_I1421,694,https://iiif.bdrc.io/bdr:V23703_I1421::14210694.tif/full/max/0/default.png
,,,,,347a,གསུམ་བརྒྱ་ ཞེ་བདུན་,A1: first image to display; B1: last image to display,0,-2,693,118,བརྒྱ་ བཅོ་བརྒྱད་,V23703_I1421,695,https://iiif.bdrc.io/bdr:V23703_I1421::14210695.tif/full/max/0/default.png
,,,,,347b,,A1: first image to display; B1: last image to display,0,-2,694,119,བརྒྱ་ བཅུ་དགུ་,V23703_I1421,696,https://iiif.bdrc.io/bdr:V23703_I1421::14210696.tif/full/max/0/default.png
,,,,,348a,གསུམ་བརྒྱ་ ཞེ་བརྒྱད་,A1: first image to display; B1: last image to display,0,-2,695,120,བརྒྱ་ ཉི་ཤུ,V23703_I1421,697,https://iiif.bdrc.io/bdr:V23703_I1421::14210697.tif/full/max/0/default.png
,,,,,348b,,A1: first image to display; B1: last image to display,0,-2,696,121,བརྒྱ་ ཉེར་གཅིག་,V23703_I1421,698,https://iiif.bdrc.io/bdr:V23703_I1421::14210698.tif/full/max/0/default.png
,,,,,349a,གསུམ་བརྒྱ་ ཞེ་དགུ་,A1: first image to display; B1: last image to display,0,-2,697,122,བརྒྱ་ ཉེར་གཉིས་,V23703_I1421,699,https://iiif.bdrc.io/bdr:V23703_I1421::14210699.tif/full/max/0/default.png
,,,,,349b,,A1: first image to display; B1: last image to display,0,-2,698,123,བརྒྱ་ ཉེར་གསུམ་,V23703_I1421,700,https://iiif.bdrc.io/bdr:V23703_I1421::14210700.tif/full/max/0/default.png
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,124,བརྒྱ་ ཉེར་བཞི་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,125,བརྒྱ་ ཉེར་ལྔ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,126,བརྒྱ་ ཉེར་དྲུག་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,127,བརྒྱ་ ཉེར་བདུན་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,128,བརྒྱ་ ཉེར་བརྒྱད་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,129,བརྒྱ་ ཉེར་དགུ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,130,བརྒྱ་ སུམ་བཅུ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,131,བརྒྱ་ སོ་གཅིག་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,132,བརྒྱ་ སོ་གཉིས་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,133,བརྒྱ་ སོ་གསུམ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,134,བརྒྱ་ སོ་བཞི་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,135,བརྒྱ་ སོ་ལྔ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,136,བརྒྱ་ སོ་དྲུག་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,137,བརྒྱ་ སོ་བདུན་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,138,བརྒྱ་ སོ་བརྒྱད་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,139,བརྒྱ་ སོ་དགུ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,140,བརྒྱ་ བཞི་བཅུ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,141,བརྒྱ་ ཞེ་གཅིག་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,142,བརྒྱ་ ཞེ་གཉིས་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,143,བརྒྱ་ ཞེ་གསུམ་,,,
,,,,,-1b,,A1: first image to display; B1: last image to display,0,-2,-2,144,བརྒྱ་ ཞེ་བཞི་,,,
