288b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210578.tif/full/max/0/default.png
289a,གཉིས་བརྒྱ་ གྱ་དགུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210579.tif/full/max/0/default.png
289b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210580.tif/full/max/0/default.png
290a,གཉིས་བརྒྱ་ དགུ་བཅུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210581.tif/full/max/0/default.png
290b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210582.tif/full/max/0/default.png
291a,གཉིས་བརྒྱ་ གོ་གཅིག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210583.tif/full/max/0/default.png
291b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210584.tif/full/max/0/default.png
292a,གཉིས་བརྒྱ་ གོ་གཉིས་,https://iiif.bdrc.io/bdr:V23703_I1421::14210585.tif/full/max/0/default.png
292b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210586.tif/full/max/0/default.png
293a,གཉིས་བརྒྱ་ གོ་གསུམ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210587.tif/full/max/0/default.png
293b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210588.tif/full/max/0/default.png
294a,གཉིས་བརྒྱ་ གོ་བཞི་,https://iiif.bdrc.io/bdr:V23703_I1421::14210589.tif/full/max/0/default.png
294b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210590.tif/full/max/0/default.png
295a,གཉིས་བརྒྱ་ གོ་ལྔ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210591.tif/full/max/0/default.png
295b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210592.tif/full/max/0/default.png
296a,གཉིས་བརྒྱ་ གོ་དྲུག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210593.tif/full/max/0/default.png
296b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210594.tif/full/max/0/default.png
297a,གཉིས་བརྒྱ་ གོ་བདུན་,https://iiif.bdrc.io/bdr:V23703_I1421::14210595.tif/full/max/0/default.png
297b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210596.tif/full/max/0/default.png
298a,གཉིས་བརྒྱ་ གོ་བརྒྱད་,https://iiif.bdrc.io/bdr:V23703_I1421::14210597.tif/full/max/0/default.png
298b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210598.tif/full/max/0/default.png
299a,གཉིས་བརྒྱ་ གོ་དགུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210599.tif/full/max/0/default.png
299b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210600.tif/full/max/0/default.png
300a,གསུམ་བརྒྱ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210601.tif/full/max/0/default.png
300b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210602.tif/full/max/0/default.png
301a,གསུམ་བརྒྱ་ གཅིག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210603.tif/full/max/0/default.png
301b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210604.tif/full/max/0/default.png
302a,གསུམ་བརྒྱ་ གཉིས་,https://iiif.bdrc.io/bdr:V23703_I1421::14210605.tif/full/max/0/default.png
302b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210606.tif/full/max/0/default.png
303a,གསུམ་བརྒྱ་ གསུམ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210607.tif/full/max/0/default.png
303b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210608.tif/full/max/0/default.png
304a,གསུམ་བརྒྱ་ བཞི་,https://iiif.bdrc.io/bdr:V23703_I1421::14210609.tif/full/max/0/default.png
304b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210610.tif/full/max/0/default.png
305a,གསུམ་བརྒྱ་ ལྔ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210611.tif/full/max/0/default.png
305b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210612.tif/full/max/0/default.png
306a,གསུམ་བརྒྱ་ དྲུག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210613.tif/full/max/0/default.png
306b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210614.tif/full/max/0/default.png
307a,གསུམ་བརྒྱ་ བདུན་,https://iiif.bdrc.io/bdr:V23703_I1421::14210615.tif/full/max/0/default.png
307b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210616.tif/full/max/0/default.png
308a,གསུམ་བརྒྱ་ བརྒྱད་,https://iiif.bdrc.io/bdr:V23703_I1421::14210617.tif/full/max/0/default.png
308b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210618.tif/full/max/0/default.png
309a,གསུམ་བརྒྱ་ དགུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210619.tif/full/max/0/default.png
309b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210620.tif/full/max/0/default.png
310a,གསུམ་བརྒྱ་ བཅུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210621.tif/full/max/0/default.png
310b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210622.tif/full/max/0/default.png
311a,གསུམ་བརྒྱ་ བཅུ་གཅིག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210623.tif/full/max/0/default.png
311b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210624.tif/full/max/0/default.png
312a,གསུམ་བརྒྱ་ བཅུ་གཉིས་,https://iiif.bdrc.io/bdr:V23703_I1421::14210625.tif/full/max/0/default.png
312b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210626.tif/full/max/0/default.png
313a,གསུམ་བརྒྱ་ བཅུ་གསུམ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210627.tif/full/max/0/default.png
313b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210628.tif/full/max/0/default.png
314a,གསུམ་བརྒྱ་ བཅུ་བཞི་,https://iiif.bdrc.io/bdr:V23703_I1421::14210629.tif/full/max/0/default.png
314b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210630.tif/full/max/0/default.png
315a,གསུམ་བརྒྱ་ བཅོ་ལྔ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210631.tif/full/max/0/default.png
315b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210632.tif/full/max/0/default.png
316a,གསུམ་བརྒྱ་ བཅུ་དྲུག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210633.tif/full/max/0/default.png
316b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210634.tif/full/max/0/default.png
317a,གསུམ་བརྒྱ་ བཅུ་བདུན་,https://iiif.bdrc.io/bdr:V23703_I1421::14210635.tif/full/max/0/default.png
317b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210636.tif/full/max/0/default.png
318a,གསུམ་བརྒྱ་ བཅོ་བརྒྱད་,https://iiif.bdrc.io/bdr:V23703_I1421::14210637.tif/full/max/0/default.png
318b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210638.tif/full/max/0/default.png
319a,གསུམ་བརྒྱ་ བཅུ་དགུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210639.tif/full/max/0/default.png
319b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210640.tif/full/max/0/default.png
320a,གསུམ་བརྒྱ་ ཉི་ཤུ,https://iiif.bdrc.io/bdr:V23703_I1421::14210641.tif/full/max/0/default.png
320b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210642.tif/full/max/0/default.png
321a,གསུམ་བརྒྱ་ ཉེར་གཅིག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210643.tif/full/max/0/default.png
321b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210644.tif/full/max/0/default.png
322a,གསུམ་བརྒྱ་ ཉེར་གཉིས་,https://iiif.bdrc.io/bdr:V23703_I1421::14210645.tif/full/max/0/default.png
322b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210646.tif/full/max/0/default.png
323a,གསུམ་བརྒྱ་ ཉེར་གསུམ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210647.tif/full/max/0/default.png
323b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210648.tif/full/max/0/default.png
324a,གསུམ་བརྒྱ་ ཉེར་བཞི་,https://iiif.bdrc.io/bdr:V23703_I1421::14210649.tif/full/max/0/default.png
324b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210650.tif/full/max/0/default.png
325a,གསུམ་བརྒྱ་ ཉེར་ལྔ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210651.tif/full/max/0/default.png
325b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210652.tif/full/max/0/default.png
326a,གསུམ་བརྒྱ་ ཉེར་དྲུག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210653.tif/full/max/0/default.png
326b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210654.tif/full/max/0/default.png
327a,གསུམ་བརྒྱ་ ཉེར་བདུན་,https://iiif.bdrc.io/bdr:V23703_I1421::14210655.tif/full/max/0/default.png
327b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210656.tif/full/max/0/default.png
328a,གསུམ་བརྒྱ་ ཉེར་བརྒྱད་,https://iiif.bdrc.io/bdr:V23703_I1421::14210657.tif/full/max/0/default.png
328b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210658.tif/full/max/0/default.png
329a,གསུམ་བརྒྱ་ ཉེར་དགུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210659.tif/full/max/0/default.png
329b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210660.tif/full/max/0/default.png
330a,གསུམ་བརྒྱ་ སུམ་བཅུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210661.tif/full/max/0/default.png
330b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210662.tif/full/max/0/default.png
331a,གསུམ་བརྒྱ་ སོ་གཅིག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210663.tif/full/max/0/default.png
331b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210664.tif/full/max/0/default.png
332a,གསུམ་བརྒྱ་ སོ་གཉིས་,https://iiif.bdrc.io/bdr:V23703_I1421::14210665.tif/full/max/0/default.png
332b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210666.tif/full/max/0/default.png
333a,གསུམ་བརྒྱ་ སོ་གསུམ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210667.tif/full/max/0/default.png
333b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210668.tif/full/max/0/default.png
334a,གསུམ་བརྒྱ་ སོ་བཞི་,https://iiif.bdrc.io/bdr:V23703_I1421::14210669.tif/full/max/0/default.png
334b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210670.tif/full/max/0/default.png
335a,གསུམ་བརྒྱ་ སོ་ལྔ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210671.tif/full/max/0/default.png
335b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210672.tif/full/max/0/default.png
336a,གསུམ་བརྒྱ་ སོ་དྲུག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210673.tif/full/max/0/default.png
336b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210674.tif/full/max/0/default.png
337a,གསུམ་བརྒྱ་ སོ་བདུན་,https://iiif.bdrc.io/bdr:V23703_I1421::14210675.tif/full/max/0/default.png
337b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210676.tif/full/max/0/default.png
338a,གསུམ་བརྒྱ་ སོ་བརྒྱད་,https://iiif.bdrc.io/bdr:V23703_I1421::14210677.tif/full/max/0/default.png
338b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210678.tif/full/max/0/default.png
339a,གསུམ་བརྒྱ་ སོ་དགུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210679.tif/full/max/0/default.png
339b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210680.tif/full/max/0/default.png
340a,གསུམ་བརྒྱ་ བཞི་བཅུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210681.tif/full/max/0/default.png
340b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210682.tif/full/max/0/default.png
341a,གསུམ་བརྒྱ་ ཞེ་གཅིག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210683.tif/full/max/0/default.png
341b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210684.tif/full/max/0/default.png
342a,གསུམ་བརྒྱ་ ཞེ་གཉིས་,https://iiif.bdrc.io/bdr:V23703_I1421::14210685.tif/full/max/0/default.png
342b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210686.tif/full/max/0/default.png
343a,གསུམ་བརྒྱ་ ཞེ་གསུམ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210687.tif/full/max/0/default.png
343b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210688.tif/full/max/0/default.png
344a,གསུམ་བརྒྱ་ ཞེ་བཞི་,https://iiif.bdrc.io/bdr:V23703_I1421::14210689.tif/full/max/0/default.png
344b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210690.tif/full/max/0/default.png
345a,གསུམ་བརྒྱ་ ཞེ་ལྔ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210691.tif/full/max/0/default.png
345b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210692.tif/full/max/0/default.png
346a,གསུམ་བརྒྱ་ ཞེ་དྲུག་,https://iiif.bdrc.io/bdr:V23703_I1421::14210693.tif/full/max/0/default.png
346b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210694.tif/full/max/0/default.png
347a,གསུམ་བརྒྱ་ ཞེ་བདུན་,https://iiif.bdrc.io/bdr:V23703_I1421::14210695.tif/full/max/0/default.png
347b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210696.tif/full/max/0/default.png
348a,གསུམ་བརྒྱ་ ཞེ་བརྒྱད་,https://iiif.bdrc.io/bdr:V23703_I1421::14210697.tif/full/max/0/default.png
348b,,https://iiif.bdrc.io/bdr:V23703_I1421::14210698.tif/full/max/0/default.png
349a,གསུམ་བརྒྱ་ ཞེ་དགུ་,https://iiif.bdrc.io/bdr:V23703_I1421::14210699.tif/full/max/0/default.png
