http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415302.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415302;rotate=0;imageType=_L,None,1.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415303.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415303;rotate=0;imageType=_L,None,2.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415304.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415304;rotate=0;imageType=_L,None,3.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415305.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415305;rotate=0;imageType=_L,None,4.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415306.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415306;rotate=0;imageType=_L,None,5.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415307.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415307;rotate=0;imageType=_L,None,6.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415308.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415308;rotate=0;imageType=_L,None,7.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415309.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415309;rotate=0;imageType=_L,None,8.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415310.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415310;rotate=0;imageType=_L,None,9.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415311.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415311;rotate=0;imageType=_L,None,10.0
