http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415312.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415312;rotate=0;imageType=_L,None,11.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415313.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415313;rotate=0;imageType=_L,None,12.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415314.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415314;rotate=0;imageType=_L,None,13.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415315.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415315;rotate=0;imageType=_L,None,14.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415316.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415316;rotate=0;imageType=_L,None,15.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415317.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415317;rotate=0;imageType=_L,None,16.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415318.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415318;rotate=0;imageType=_L,None,17.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415319.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415319;rotate=0;imageType=_L,None,18.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415320.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415320;rotate=0;imageType=_L,None,19.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415321.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415321;rotate=0;imageType=_L,None,20.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415322.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415322;rotate=0;imageType=_L,None,21.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415323.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415323;rotate=0;imageType=_L,None,22.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415324.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415324;rotate=0;imageType=_L,None,23.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,415325.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=415325;rotate=0;imageType=_L,None,24.0
None,None,None,None,None,25.0
None,None,None,None,None,26.0
None,None,None,None,None,27.0
None,None,None,None,None,28.0
None,None,None,None,None,29.0
None,None,None,None,None,30.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85489.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85489;rotate=0;imageType=_L,None,25.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85490.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85490;rotate=0;imageType=_L,None,26.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85491.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85491;rotate=0;imageType=_L,None,27.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85492.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85492;rotate=0;imageType=_L,None,28.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85493.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85493;rotate=0;imageType=_L,None,29.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85494.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85494;rotate=0;imageType=_L,None,30.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85495.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85495;rotate=0;imageType=_L,None,31.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85496.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85496;rotate=0;imageType=_L,None,32.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85497.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85497;rotate=0;imageType=_L,None,33.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85498.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85498;rotate=0;imageType=_L,None,34.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85499.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85499;rotate=0;imageType=_L,None,35.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85500.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85500;rotate=0;imageType=_L,None,36.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85501.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85501;rotate=0;imageType=_L,None,37.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85502.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85502;rotate=0;imageType=_L,None,38.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85503.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85503;rotate=0;imageType=_L,None,39.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85504.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85504;rotate=0;imageType=_L,None,40.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85505.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85505;rotate=0;imageType=_L,None,41.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85506.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85506;rotate=0;imageType=_L,None,42.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85507.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85507;rotate=0;imageType=_L,None,43.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85508.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85508;rotate=0;imageType=_L,None,44.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85509.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85509;rotate=0;imageType=_L,None,45.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85510.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85510;rotate=0;imageType=_L,None,46.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85511.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85511;rotate=0;imageType=_L,None,47.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,85512.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=85512;rotate=0;imageType=_L,None,48.0
None,None,None,None,None,49.0
None,None,None,None,None,50.0
None,None,None,None,None,51.0
None,None,None,None,None,52.0
None,None,None,None,None,53.0
None,None,None,None,None,54.0
None,None,None,None,None,55.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,83343.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=83343;rotate=0;imageType=_L,None,49.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,83344.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=83344;rotate=0;imageType=_L,None,49.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,83345.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=83345;rotate=0;imageType=_L,None,49.0
http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=,83346.0,;rotate=0;imageType=_L,http://idp.bl.uk/image_IDP.a4d?type=loadRotatedMainImage;recnum=83346;rotate=0;imageType=_L,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,49.0
None,None,None,None,None,75.0
None,None,None,None,None,76.0
None,None,None,None,None,77.0
None,None,None,None,None,78.0
None,None,None,None,None,79.0
None,None,None,None,None,80.0
None,None,None,None,None,81.0
None,None,None,None,None,82.0
None,None,None,None,None,83.0
None,None,None,None,None,84.0
None,None,None,None,None,85.0
None,None,None,None,None,86.0
None,None,None,None,None,87.0
None,None,None,None,None,88.0
None,None,None,None,None,89.0
None,None,None,None,None,90.0
None,None,None,None,None,91.0
None,None,None,None,None,92.0
None,None,None,None,None,93.0
