1.0,100.0,None,None,None,None,None,None,X,None,None,num,bo
None,None,None,None,None,0b,None,None,X,0,0,1.0,གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,2.0,གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,3.0,གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,4.0,བཞི་
None,None,None,None,None,0b,None,None,X,0,0,5.0,ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,6.0,དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,7.0,བདུན་
None,None,None,None,None,0b,None,None,X,0,0,8.0,བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,9.0,དགུ་
None,None,None,None,None,0b,None,None,X,0,0,10.0,བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,11.0,བཅུ་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,12.0,བཅུ་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,13.0,བཅུ་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,14.0,བཅུ་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,15.0,བཅོ་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,16.0,བཅུ་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,17.0,བཅུ་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,18.0,བཅོ་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,19.0,བཅུ་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,20.0,ཉི་ཤུ
None,None,None,None,None,0b,None,None,X,0,0,21.0,ཉེར་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,22.0,ཉེར་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,23.0,ཉེར་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,24.0,ཉེར་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,25.0,ཉེར་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,26.0,ཉེར་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,27.0,ཉེར་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,28.0,ཉེར་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,29.0,ཉེར་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,30.0,སུམ་བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,31.0,སོ་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,32.0,སོ་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,33.0,སོ་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,34.0,སོ་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,35.0,སོ་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,36.0,སོ་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,37.0,སོ་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,38.0,སོ་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,39.0,སོ་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,40.0,བཞི་བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,41.0,ཞེ་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,42.0,ཞེ་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,43.0,ཞེ་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,44.0,ཞེ་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,45.0,ཞེ་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,46.0,ཞེ་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,47.0,ཞེ་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,48.0,ཞེ་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,49.0,ཞེ་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,50.0,ལྔ་བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,51.0,ང་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,52.0,ང་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,53.0,ང་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,54.0,ང་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,55.0,ང་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,56.0,ང་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,57.0,ང་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,58.0,ང་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,59.0,ང་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,60.0,དྲུག་བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,61.0,རེ་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,62.0,རེ་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,63.0,རེ་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,64.0,རེ་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,65.0,རེ་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,66.0,རེ་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,67.0,རེ་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,68.0,རེ་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,69.0,རེ་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,70.0,བདུན་བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,71.0,དོན་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,72.0,དོན་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,73.0,དོན་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,74.0,དོན་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,75.0,དོན་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,76.0,དོན་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,77.0,དོན་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,78.0,དོན་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,79.0,དོན་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,80.0,བརྒྱད་བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,81.0,གྱ་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,82.0,གྱ་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,83.0,གྱ་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,84.0,གྱ་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,85.0,གྱ་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,86.0,གྱ་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,87.0,གྱ་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,88.0,གྱ་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,89.0,གྱ་དགུ་
None,None,None,None,None,0b,None,None,X,0,0,90.0,དགུ་བཅུ་
None,None,None,None,None,0b,None,None,X,0,0,91.0,གོ་གཅིག་
None,None,None,None,None,0b,None,None,X,0,0,92.0,གོ་གཉིས་
None,None,None,None,None,0b,None,None,X,0,0,93.0,གོ་གསུམ་
None,None,None,None,None,0b,None,None,X,0,0,94.0,གོ་བཞི་
None,None,None,None,None,0b,None,None,X,0,0,95.0,གོ་ལྔ་
None,None,None,None,None,0b,None,None,X,0,0,96.0,གོ་དྲུག་
None,None,None,None,None,0b,None,None,X,0,0,97.0,གོ་བདུན་
None,None,None,None,None,0b,None,None,X,0,0,98.0,གོ་བརྒྱད་
None,None,None,None,None,0b,None,None,X,0,0,99.0,གོ་དགུ་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,100.0,བརྒྱ་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,101.0,བརྒྱ་ གཅིག་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,102.0,བརྒྱ་ གཉིས་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,103.0,བརྒྱ་ གསུམ་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,104.0,བརྒྱ་ བཞི་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,105.0,བརྒྱ་ ལྔ་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,106.0,བརྒྱ་ དྲུག་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,107.0,བརྒྱ་ བདུན་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,108.0,བརྒྱ་ བརྒྱད་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,109.0,བརྒྱ་ དགུ་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,110.0,བརྒྱ་ བཅུ་
None,None,None,None,None,0b,None,A1: first image to display; B1: last image to display,None,0,0,111.0,བརྒྱ་ བཅུ་གཅིག་
