None,None,སྡེ་དགེ་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས། ,པེ་ཅིན་ཨང་།,མགོ་ཤོག ,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས།,སྣར་ཐང་ཨང་།,མགོ་ཤོག ,ཤོག་གྲངས།,མཇུག་ཤོག ,ཤོག་གྲངས།,ཅོ་ནེ་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,None,གསེར་བྲིས་མའི་ཨང་།,མགོ་ཤོག,ཤོག་གྲངས།,མཇུག་ཤོག,ཤོག་གྲངས།,None
rktsid,None,dergeid,dergevolb,dergepageb,dergevole,dergepagee,pecingid,pecingvolb,pecingpageb,pecingvole,pecingpagee,narthangid,narthangvolb,narthangpageb,narthangvole,narthangpagee,coneid,conevolb,conepageb,conevole,conepagee,gandenid,gandenvolb,gandenpageb,gandenvole,gandenpagee,None
3378.0,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་གཞི་བསྡུ་བ,D4039,mdo 'grel (sems tsam), zi,127a4,mdo 'grel (sems tsam), zi,335a7,Q5540,sems tsam, 'i,143a1,sems tsam, 'i,382a5,N4329,mdo 'grel, 'i,133b1,mdo 'grel, 'i,355a4,C4006,sems tsam, zi,128b5,sems tsam, zi,343a7,GT3543,mdo 'grel, 'i,179b1,mdo 'grel, 'i,481a5,None
3379.0,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་འདུལ་བ་བསྡུ་བ,D4040,mdo 'grel (sems tsam), 'i,1b1,mdo 'grel (sems tsam), 'i,22a7,Q5541,sems tsam, yi,1b1,sems tsam, yi,27a3,N4330,mdo 'grel,i,1b1,mdo 'grel,i,25b4,C4007,sems tsam, 'i,1a1,sems tsam, 'i,23b3,GT3544,mdo 'grel, yi,1a1,mdo 'grel, yi,31a4,None
3380.0,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་གྲངས་བསྡུ་བ,D4041,mdo 'grel (sems tsam), 'i,22b1,mdo 'grel (sems tsam), 'i,47b7,Q5542,sems tsam, yi,27a3,sems tsam, yi,56b1,N4331,mdo 'grel,i,25b4,mdo 'grel,i,52b6,C4008,sems tsam, 'i,23b3,sems tsam, 'i,50a1,GT3545,mdo 'grel, yi,32a1,mdo 'grel, yi,69a5,None
3381.0,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་པར་བཤད་པ་བསྡུ་བ,D4042,mdo 'grel (sems tsam), 'i,47b7,mdo 'grel (sems tsam), 'i,68b7,Q5543,sems tsam, yi,56b1,sems tsam, yi,82a6,N4332,mdo 'grel,i,52b6,mdo 'grel,i,77b3,C4009,sems tsam, 'i,50a1,sems tsam, 'i,71a4,GT3546,mdo 'grel, yi,70b1,mdo 'grel, yi,101b6,None
3383.0,བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ,D4044,mdo 'grel (sems tsam), 'i,141a1,mdo 'grel (sems tsam), 'i,182a2,Q5545,sems tsam, yi,176a3,sems tsam, yi,229a6,N4334,mdo 'grel,i,162b6,mdo 'grel,i,210a5,C4011,sems tsam, 'i,145b2,sems tsam, 'i,188b1,GT3548,mdo 'grel, yi,214a1,mdo 'grel, yi,274b6,None
3384.0,བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུ་བཤད་པ,D4045,mdo 'grel (sems tsam), 'i,182a2,mdo 'grel (sems tsam), 'i,191a2,Q5546,sems tsam, yi,229a6,sems tsam, yi,240a6,N4335,mdo 'grel,i,210a6,mdo 'grel,i,220a3,C4012,sems tsam, 'i,188b3,sems tsam, 'i,197a3,GT3549,mdo 'grel, yi,275a1,mdo 'grel, yi,287b6,None
3387.0,ཐེག་པ་ཆེན་པོ་བསྡུས་པ,D4048,mdo 'grel (sems tsam), ri,1b1,mdo 'grel (sems tsam), ri,43a7,Q5549,sems tsam, li,1b1,sems tsam, li,51a2,N4338,mdo 'grel,li,1b1,mdo 'grel,li,47a6,C4015,sems tsam, ri,1a1,sems tsam, ri,43a7,GT3552,mdo 'grel, li,1a1,mdo 'grel, li,57b4,None
3388.0,ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ,D4049,mdo 'grel (sems tsam), ri,44a1,mdo 'grel (sems tsam), ri,120a7,Q5550,sems tsam, li,51a2,sems tsam, li,141b2,N4339,mdo 'grel,li,47a7,mdo 'grel,li,129b5,C4016,sems tsam, ri,44a1,sems tsam, ri,120a7,GT3553,mdo 'grel, li,58a1,mdo 'grel, li,159a5,None
3389.0,ཐེག་པ་ཆེན་པོ་བསྡུས་པའི་འགྲེལ་པ,D4050,mdo 'grel (sems tsam), ri,121b1,mdo 'grel (sems tsam), ri,190a7,Q5551,sems tsam, li,141b2,sems tsam, li,232b5,N4340,mdo 'grel,li,129b5,mdo 'grel,li,212b3,C4017,sems tsam, ri,121a1,sems tsam, ri,190a6,GT3554,mdo 'grel, li,160a1,mdo 'grel, li,265b6,None
3391.0,དོན་གསང་བ་རྣམ་པར་ཕྱེ་བ་བསྡུས་ཏེ་བཤད་པ,D4052,mdo 'grel (sems tsam), ri,296b1,mdo 'grel (sems tsam), ri,361a7,Q5553,sems tsam, li,356b7,sems tsam, li,434a8,N4342,mdo 'grel,li,142a7,mdo 'grel,li,429a3,C4019,sems tsam, ri,397b1,sems tsam, ri,381a2,GT3556,mdo 'grel, li,413a1,mdo 'grel, li,508a6,None
3394.0,སུམ་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ,D4055,mdo 'grel (sems tsam), shi,1b1,mdo 'grel (sems tsam), shi,3a3,Q5556,sems tsam, si,1a1,sems tsam, si,3b1,N4345,mdo 'grel,si,1b1,mdo 'grel,si,4a5,C4022,sems tsam, shi,1a1,sems tsam, shi,3a3,GT3559,mdo 'grel, si,1a1,mdo 'grel, si,4a3,None
3395.0,ཉི་ཤུ་པའི་ཚིག་ལེའུར་བྱས་པ,D4056,mdo 'grel (sems tsam), shi,3a4,mdo 'grel (sems tsam), shi,4a2,Q5557,sems tsam, si,3b1,sems tsam, si,4b1,N4346,mdo 'grel,si,4a5,mdo 'grel,si,5a5,C4023,sems tsam, shi,3a4,sems tsam, shi,4a2,GT3560,mdo 'grel, si,4a3,mdo 'grel, si,5a5,None
3396.0,ཉི་ཤུ་པའི་འགྲེལ་པ,D4057,mdo 'grel (sems tsam), shi,4a3,mdo 'grel (sems tsam), shi,10a2,Q5558,sems tsam, si,4b1,sems tsam, si,11a1,N4347,mdo 'grel,si,5a5,mdo 'grel,si,10b7,C4024,sems tsam, shi,4a2,sems tsam, shi,10a3,GT3561,mdo 'grel, si,5a5,mdo 'grel, si,13a5,None
3397.0,རང་བཞིན་གསུམ་ངེས་པར་བསྟན་པ,D4058,mdo 'grel (sems tsam), shi,10a3,mdo 'grel (sems tsam), shi,11b4,Q5559,sems tsam, si,11a1,sems tsam, si,12b6,N4348,mdo 'grel,si,11a1,mdo 'grel,si,12b2,C4025,sems tsam, shi,10a3,sems tsam, shi,11b4,GT3562,mdo 'grel, si,14a1,mdo 'grel, si,16b2,None
4227.0,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།,D4059,mdo 'grel (sems tsam), shi,11b4,mdo 'grel (sems tsam), shi,17a7,Q5560,sems tsam, si,12b6,sems tsam, si,19a2,N4349,mdo 'grel,si,12b2,mdo 'grel,si,17b7,C4026,sems tsam, shi,11b4,sems tsam, shi,17a6,GT3563,mdo 'grel, si,16b2,mdo 'grel, si,24a4,None
3398.0,རྣམ་པར་བཤད་པ་རིགས་པའི་མདོ་སྡེའི་དུམ་བུ་བརྒྱ,D4060,mdo 'grel (sems tsam), shi,17b1,mdo 'grel (sems tsam), shi,29a2,Q5561,sems tsam, si,19a2,sems tsam, si,31b8,N4350,mdo 'grel,si,17b7,mdo 'grel,si,29a1,C4027,sems tsam, shi,17a6,sems tsam, shi,28b4,GT3564,mdo 'grel, si,25a1,mdo 'grel, si,41a4,None
3399.0,རྣམ་པར་བཤད་པའི་རིགས་པ,D4061,mdo 'grel (sems tsam), shi,29a2,mdo 'grel (sems tsam), shi,134b2,Q5562,sems tsam, si,31b8,sems tsam, si,156a5,N4351,mdo 'grel,si,29a1,mdo 'grel,si,147a4,C4028,sems tsam, shi,28b4,sems tsam, shi,38b2,GT3565,mdo 'grel, si,42a1,mdo 'grel, si,197a6,None
3400.0,ལས་གྲུབ་པའི་རབ་ཏུ་བྱེད་པ,D4062,mdo 'grel (sems tsam), shi,134b2,mdo 'grel (sems tsam), shi,145a6,Q5563,sems tsam, si,156a5,sems tsam, si,168b6,N4352,mdo 'grel,si,147a4,mdo 'grel,si,159b1,C4029,sems tsam, shi,38b2,sems tsam, shi,138b2,GT3566,mdo 'grel, si,198a1,mdo 'grel, si,214a6,None
3401.0,ཐེག་པ་ཆེན་པོའི་ཆོས་བརྒྱ་གསལ་བའི་སྒོའི་བསྟན་བཅོས,D4063,mdo 'grel (sems tsam), shi,145a7,mdo 'grel (sems tsam), shi,146b2,Q5564,sems tsam, si,168b6,sems tsam, si,170a5,N4353,mdo 'grel,si,159b1,mdo 'grel,si,160b6,C4030,sems tsam, shi,138b2,sems tsam, shi,149a6,GT3567,mdo 'grel, si,214a6,mdo 'grel, si,216a2,None
3405.0,ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ,D4067,mdo 'grel (sems tsam), si,1a1,mdo 'grel (sems tsam), si,31b7,Q5568,sems tsam, hi,67b1,sems tsam, hi,101a7,N4357,mdo 'grel,hi,60b7,mdo 'grel,hi,93a5,C4034,sems tsam, si,1a1,sems tsam, si,36b3,GT3571,mdo 'grel, hi,74a1,mdo 'grel, hi,115b6,None
3406.0,ཕུང་པོ་ལྔའི་བཤད་པ,D4068,mdo 'grel (sems tsam), si,32a1,mdo 'grel (sems tsam), si,139a7,Q5569,sems tsam, hi,101a7,sems tsam, hi,231a8,N4358,mdo 'grel,hi,93a5,mdo 'grel,hi,221a5,C4035,sems tsam, si,36b3,sems tsam, si,152a7,GT3572,mdo 'grel, hi,116a1,mdo 'grel, hi,269a3,None
3411.0,བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག,D4073,mdo 'grel (sems tsam), hi,120b2,mdo 'grel (sems tsam), hi,126b7,Q5574,sems tsam, ku,138a7,sems tsam, ku,145b6,N4363,mdo 'grel,ku,141a1,mdo 'grel,ku,148a6,C4040,sems tsam, hi,121b1,sems tsam, hi,126b6,GT3577,mdo 'grel, ku,177a1,mdo 'grel, ku,176b4,None
3412.0,རྣལ་འབྱོར་ལ་འཇུག་པ,D4074,mdo 'grel (sems tsam), hi,126b7,mdo 'grel (sems tsam), hi,127b1,Q5575,sems tsam, ku,145b6,sems tsam, ku,146a8,N4242,mdo 'grel,ku,148a6,mdo 'grel,ku,149a1,C4041,sems tsam, hi,126b6,sems tsam, hi,127b1,GT3456,mdo 'grel, gi,233b2,mdo 'grel, gi,234a5,None
3412.0,རྣལ་འབྱོར་ལ་འཇུག་པ,D4074,(no check),None,None,None,Q5453,dbu ma, gi,192b8,dbu ma, gi,193b1,None,dbu ma, gi,184a2,dbu ma, gi,184b2,C4041,(no check),None,None,None,GT3578,mdo 'grel, ku,187a1,mdo 'grel, ku,188a4,None
3420.0,སྡོམ་པ་ཉི་ཤུ་པའི་འགྲེལ་པ,D4082,mdo 'grel (sems tsam), hi,167a6,mdo 'grel (sems tsam), hi,184b3,Q5583,sems tsam, ku,192b8,sems tsam, ku,213a2,N4372,mdo 'grel,ku,96a1,mdo 'grel,ku,216a4,C4049,sems tsam, hi,168a4,sems tsam, hi,185b1,GT3586,mdo 'grel, ku,257b1,mdo 'grel, ku,284a3,None
3427.0,ཆོས་མངོན་པའི་མཛོད་ཀྱི་ཚིག་ལེའུར་བྱས་པ,D4089,mdo 'grel (mngon pa), ku,1a1,mdo 'grel (mngon pa), ku,25a7,Q5590,mngon pa'i bstan bcos, gu,1b2,mngon pa'i bstan bcos, gu,27b6,N4379,mdo 'grel,gu,1b1,mdo 'grel,gu,29a7,C4056,mdo 'grel (mngon pa), ku,1a1,mdo 'grel (mngon pa), ,ku,225a7,GT3593,mdo 'grel, gu,1b1,mdo 'grel, gu,64b6,None
3428.0,ཆོས་མངོན་པའི་མཛོད་ཀྱི་བཤད་པ,D4090,mdo 'grel (mngon pa), ku,26a1,mdo 'grel (mngon pa), khu,95a7,Q5591,mngon pa'i bstan bcos, gu,27b6,mngon pa'i bstan bcos, ngu,109a8,N4380,mdo 'grel,gu,29a7,mdo 'grel,gu,201a4,C4057,mdo 'grel (mngon pa), ku,27a1,mdo 'grel (mngon pa), ku,259a6,GT3594,mdo 'grel, gu,33b1,mdo 'grel, ngu,139a4,None
3433.0,ཆོས་མངོན་པའི་འགྲེལ་པ་གནད་ཀྱི་སྒྲོན་མ,D4095,mdo 'grel (mngon pa), nyu,95b1,mdo 'grel (mngon pa), nyu,214a7,Q5596,mngon pa'i bstan bcos, thu,144a8,mngon pa'i bstan bcos, thu,286b1,N4385,mdo 'grel,thu,145b3,mdo 'grel,thu,292b6,C4062,mdo 'grel (mngon pa), nyu,97b2,mdo 'grel (mngon pa), nyu,214b1,GT3599,mdo 'grel, thu,175a1,mdo 'grel, thu,351.0,None
3439.0,འཕགས་པ་ཆོས་ཀྱི་དབྱིངས་ཀྱི་སྙིང་པོའི་རྣམ་པར་འགྲེལ་པ,D4101,mdo 'grel (mngon pa), thu,222b1,mdo 'grel (mngon pa), thu,223a4,Q5602,mngon pa'i bstan bcos, nu,239a2,mngon pa'i bstan bcos, nu,240a1,N4391,mdo 'grel,nu,244b6,mdo 'grel,nu,245b4,C4068,mdo 'grel (mngon pa), thu,221b4,mdo 'grel (mngon pa), thu,222b1,GT3605,mdo 'grel, nu,307a1,mdo 'grel, nu,308b2,None
3440.0,བསྟན་བཅོས་ཚིགས་སུ་བཅད་པ་བསྡུས་པ,D4102,mdo 'grel (mngon pa), thu,223a4,mdo 'grel (mngon pa), thu,224a5,Q5603,mngon pa'i bstan bcos, nu,240a1,mngon pa'i bstan bcos, nu,241a6,N4392,mdo 'grel,nu,245b4,mdo 'grel,nu,247a2,C4069,mdo 'grel (mngon pa), thu,222b1,mdo 'grel (mngon pa), thu,223b2,GT3606,mdo 'grel, nu,309a1,mdo 'grel, nu,310b3,None
3441.0,ཚིགས་སུ་བཅད་པའི་དོན་བསྡུས་པ་ཞེས་བྱ་བའི་བསྟན་བཅོས,D4103,mdo 'grel (mngon pa), thu,224a5,mdo 'grel (mngon pa), thu,261a4,Q5604,mngon pa'i bstan bcos, nu,241a7,mngon pa'i bstan bcos, nu,286a6,N4393,mdo 'grel,nu,247a2,mdo 'grel,nu,291a3,C4070,mdo 'grel (mngon pa), thu,223b3,mdo 'grel (mngon pa), thu,260a6,GT3607,mdo 'grel, nu,311b1,mdo 'grel, nu,366a6,None
3455.0,འདུལ་བའི་མདོ,D4117,mdo 'grel ('dul ba), wu,1a1,mdo 'grel ('dul ba), wu,100a7,Q5619,dul ba'i 'grel pa, zu,1b1,dul ba'i 'grel pa, zu,109b8,N4408,mdo 'grel,zu,1b1,mdo 'grel,zu,103a7,C4084,mdo 'grel ('dul ba),wu,1a1,mdo 'grel ('dul ba),wu,99b1,GT3622,mdo 'grel, zu,1b1,mdo 'grel, zu,132a6,None
3456.0,ལས་བརྒྱ་རྩ་གཅིག་པ,D4118,mdo 'grel ('dul ba), wu,100b1,mdo 'grel ('dul ba), wu,259a7,Q5620,dul ba'i 'grel pa, zu,110a1,dul ba'i 'grel pa, zu,298a8,N4409,mdo 'grel,zu,103a7,mdo 'grel,zu,287a6,C4085,mdo 'grel ('dul ba),wu,99b1,mdo 'grel ('dul ba),wu,256a6,GT3623,mdo 'grel, zu,133b1,mdo 'grel, zu,369a4,None
3457.0,འདུལ་བའི་མདོའི་འགྲེལ་པ་མངོན་པར་བརྗོད་པ་རང་གི་རྣམ་པར་བཤད་པ,D4119,mdo 'grel ('dul ba), zhu,1b1,mdo 'grel ('dul ba), zu,278a7,Q5621,dul ba'i 'grel pa, 'u,1b1,dul ba'i 'grel pa, yu,342a8,N4410,mdo 'grel,'u,1b1,mdo 'grel,'u,320a5,C4086,mdo 'grel ('dul ba),zhu,1b1,mdo 'grel ('dul ba),zhu,283a7,GT3624,mdo 'grel, 'u,1b1,mdo 'grel, yu,401a5,None
3459.0,འདུལ་བ་མདོའི་རྣམ་པར་བཤད་པ།,D4121,mdo 'grel ('dul ba), ru,1b1,mdo 'grel ('dul ba), ru,263a7,Q5623,dul ba'i 'grel pa, shu,1b1,dul ba'i 'grel pa, shu,314a6,N4412,mdo 'grel,shu,1b1,mdo 'grel,shu,302a4,C4088,mdo 'grel ('dul ba),ru,1a1,mdo 'grel ('dul ba),ru,263a7,None,dul ba'i 'grel pa,shu,1b1,dul ba'i 'grel pa,shu,388a5,None
3460.0,འདུལ་བ་མདོའི་འགྲེལ་པ།,D4122,mdo 'grel ('dul ba), lu,1b1,mdo 'grel ('dul ba), lu,344a7,Q5624,dul ba'i 'grel pa, su,1b1,dul ba'i 'grel pa, su,429a8,N4413,mdo 'grel,su,1b1,mdo 'grel,su,386a6,C4089,mdo 'grel ('dul ba),lu,1a1,mdo 'grel ('dul ba),lu,344a7,None,dul ba'i 'grel pa,su,1b1,dul ba'i 'grel pa,su,488a4,None
3462.0,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ,D4124,mdo 'grel ('dul ba), shu,63a6,mdo 'grel ('dul ba), shu,74a5,Q5626,dul ba'i 'grel pa, hu,67a8,dul ba'i 'grel pa, hu,79b5,N4415,mdo 'grel,hu,71a1,mdo 'grel,hu,83a6,C4091,mdo 'grel ('dul ba),shu,65a5,mdo 'grel ('dul ba),shu,77a2,None,dul ba'i 'grel pa, hu,94b1,dul ba'i 'grel pa, hu,109b5,None
3463.0,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པའི་འགྲེལ་པ་འོད་ལྡན,D4125,mdo 'grel ('dul ba), shu,74a5,mdo 'grel ('dul ba), shu,162b2,Q5627,dul ba'i 'grel pa, hu,79b5,dul ba'i 'grel pa, hu,184b3,N4416,mdo 'grel,hu,83a6,mdo 'grel,hu,84a3,C4092,mdo 'grel ('dul ba),shu,77a2,mdo 'grel ('dul ba),shu,169a7,None,dul ba'i 'grel pa, hu,109a1,dul ba'i 'grel pa, hu,247b2,None
4236.0,འཕགས་པ་གཞི་ཐམས་ཅད་ཡོད་པར་སྨྲ་བའི་དགེ་ཚུལ་གྱི་ཚིག་ལེའུར་བྱས་པ།,D4127,mdo 'grel ('dul ba), su,1b1,mdo 'grel ('dul ba), su,4b1,Q5629,dul ba'i 'grel pa, u,1b1,dul ba'i 'grel pa, u,5a4,None,mdo 'grel,hu,84a4,mdo 'grel,hu,306a4,C4094,mdo 'grel ('dul ba),su,1a1,mdo 'grel ('dul ba),su,4b2,None,dul ba'i 'grel pa, u,1a1,dul ba'i 'grel pa, u,5b4,None
3466.0,དགེ་སྦྱོང་གི་ཀཱ་རི་ཀཱ་ལྔ་བཅུ་པ་མདོ་ཙམ་དུ་བཤད་པ,D4128,mdo 'grel ('dul ba), su,4b2,mdo 'grel ('dul ba), su,28a7,Q5630,dul ba'i 'grel pa, u,5a4,dul ba'i 'grel pa, u,35b1,N4419,mdo 'grel,u,5b4,mdo 'grel,u,34b4,C4095,mdo 'grel ('dul ba),su,4b2,mdo 'grel ('dul ba),su,28b1,None,dul ba'i 'grel pa, u,5b4,dul ba'i 'grel pa, u,38a2,None
3470.0,དགེ་ཚུལ་གྱི་དང་པོའི་ལོ་དྲི་བ,D4132,mdo 'grel ('dul ba), su,64a5,mdo 'grel ('dul ba), su,66a1,Q5634,dul ba'i 'grel pa, u,78a3,dul ba'i 'grel pa, u,80a5,N4423,mdo 'grel,u,73b6,mdo 'grel,u,75b4,C4099,mdo 'grel ('dul ba),su,63b7,mdo 'grel ('dul ba),su,65b3,None,dul ba'i 'grel pa, u,89a2,dul ba'i 'grel pa, u,91a7,None
3471.0,དགེ་སློང་གི་དང་པོའི་ལོ་དྲི་བ,D4133,mdo 'grel ('dul ba), su,66a1,mdo 'grel ('dul ba), su,70b3,Q5649,dul ba'i 'grel pa, u,317a1,dul ba'i 'grel pa, u,323a8,N4438,mdo 'grel,u,284b4,mdo 'grel,u,290a3,C4100,mdo 'grel ('dul ba),su,65b3,mdo 'grel ('dul ba),su,70a6,None,dul ba'i 'grel pa, u,365a2,dul ba'i 'grel pa, u,370a6,None
3476.0,གཞུང་ལུགས་ཀྱི་བྱེ་བྲག་བཀོད་པའི་འཁོར་ལོ,D4138,mdo 'grel ('dul ba), su,141a5,mdo 'grel ('dul ba), su,147a2,Q5639,dul ba'i 'grel pa, u,168b7,dul ba'i 'grel pa, u,176b8,N4428,mdo 'grel,u,157a2,mdo 'grel,u,163b3,C4105,mdo 'grel ('dul ba),su,141a,mdo 'grel ('dul ba),su,147a2,None,dul ba'i 'grel pa, u,197b2,dul ba'i 'grel pa, u,205b4,None
3477.0,སྡེ་པ་ཐ་དད་པར་བྱེད་པ་དང་རྣམ་པར་བཤད་པ,D4139,mdo 'grel ('dul ba), su,147a3,mdo 'grel ('dul ba), su,154b2,Q5640,dul ba'i 'grel pa, u,177a1,dul ba'i 'grel pa, u,187b3,N4429,mdo 'grel,u,63b3,mdo 'grel,u,72a7,C4106,mdo 'grel ('dul ba),su,147a2,mdo 'grel ('dul ba),su,154b2,None,dul ba'i 'grel pa, u,202b4,dul ba'i 'grel pa, u,219b5,None
3486.0,བསླབ་པ་བཅུའི་ཆོ་ག,D4148,mdo 'grel ('dul ba), su,252b6,mdo 'grel ('dul ba), su,253a7,None,None,None,None,None,None,None,None,None,None,C4115,mdo 'grel ('dul ba), su,251b6,mdo 'grel ('dul ba), su,252a7,None,None,None,None,None,None
3489.0,སྐྱེས་པའི་རབས་ཀྱི་རྒྱ་ཆེར་བཤད་པ,D4151,mdo 'grel (skyes rabs), hu,135b1,mdo 'grel (skyes rabs), hu,340a7,Q5651,skyes rabs, ke,152b2,skyes rabs, ke,394a8,N4440,mdo 'grel,ke,148b1,mdo 'grel,ke,375a4,C4118,skyes rabs, hu,133a2,skyes rabs, hu,387a7,None,dul ba'i 'grel pa, ke,182b1,dul ba'i 'grel pa, ke,475a6,None
3496.0,རྒྱལ་པོ་ལ་གཏམ་བྱ་བ་རིན་པོ་ཆེའི་ཕྲེང་བ,D4158,mdo 'grel (spring yig), ge,107a1,mdo 'grel (spring yig), ge,126a4,Q5658,sprin yig, nge,129a5,sprin yig, nge,152b4,N4447,mdo 'grel,nge,124a3,mdo 'grel,nge,146b2,C4125,skyes rabs, ge,116a1,skyes rabs, ge,135a2,None,sprin yig, nge,153a,sprin yig, nge,181a5,None
3498.0,རྨི་ལམ་ཡིད་བཞིན་ནོར་བུའི་གཏམ,D4160,mdo 'grel (spring yig), ge,165a5,mdo 'grel (spring yig), ge,166b5,Q5660,sprin yig, nge,198b7,sprin yig, nge,200b2,N4258,mdo 'grel,nge,194a5,mdo 'grel,nge,196a2,C4127,skyes rabs, ge,174a2,skyes rabs, ge,175b1,GT3472,sprin yig, nge,242a1,sprin yig, nge,244b2,None
3498.0,རྨི་ལམ་ཡིད་བཞིན་ནོར་བུའི་གཏམ,D4160,(no check),None,None,None,Q5469,dbu ma, gi,219a6,dbu ma, gi,221a4,None,dbu ma, gi,209a2,dbu ma, gi,210b4,C4127,(no check),None,None,None,GT3472,mdo 'grel, gi,265b1,mdo 'grel, gi,267b3,None
3499.0,སྦྱིན་པའི་གཏམ,D4161,mdo 'grel (spring yig), ge,166b5,mdo 'grel (spring yig), ge,167b1,Q5661,sprin yig, nge,200b3,sprin yig, nge,201a8,N4450,mdo 'grel,nge,196a2,mdo 'grel,nge,196b7,C4128,skyes rabs, ge,None,175b1,176a5,None,sprin yig, nge,244b2,sprin yig, nge,245b3,None
3500.0,སྲིད་པ་ལས་འདས་པའི་གཏམ,D4162,mdo 'grel (spring yig), ge,167b1,mdo 'grel (spring yig), ge,168a4,Q5662,sprin yig, nge,201a8,sprin yig, nge,202a5,N4451,mdo 'grel,nge,196b7,mdo 'grel,nge,197b6,C4129,skyes rabs, ge,176a5,skyes rabs, ge,177a1,None,sprin yig, nge,245b3,sprin yig, nge,246b4,None
3501.0,ཡོན་ཏན་བདུན་ཡོངས་སུ་བརྗོད་པའི་གཏམ,D4163,mdo 'grel (spring yig), ge,168a4,mdo 'grel (spring yig), ge,169a1,Q5663,sprin yig, nge,202a6,sprin yig, nge,203a5,N4209,mdo 'grel,nge,197b6,mdo 'grel,nge,198b6,C4130,skyes rabs, ge,177a1,skyes rabs, ge,177b5,None,sprin yig, nge,246b4,sprin yig, nge,248a1,None
3501.0,ཡོན་ཏན་བདུན་ཡོངས་སུ་བརྗོད་པའི་གཏམ,D4163,(no check),None,None,None,Q5420,dbu ma, gi,120b3,dbu ma, gi,121b2,None,dbu ma, gi,110b3,dbu ma, gi,111b2,C4130,(no check),None,None,None,None,mdo 'grel (spring yig), gi,139a2,mdo 'grel (spring yig), gi,140a5,None
3502.0,ཚུལ་ཁྲིམས་ཀྱི་གཏམ,D4164,mdo 'grel (spring yig), ge,169a1,mdo 'grel (spring yig), ge,169b2,Q5664,sprin yig, nge,203a5,sprin yig, nge,203b7,N4210,mdo 'grel,nge,198b6,mdo 'grel,nge,199b1,C4131,skyes rabs, ge,177b5,skyes rabs, ge,178a6,GT3424,sprin yig, nge,248a1,sprin yig, nge,248b5,None
3502.0,ཚུལ་ཁྲིམས་ཀྱི་གཏམ,D4164,(no check),None,None,None,Q5421,dbu ma, gi,121b2,dbu ma, gi,122a4,None,dbu ma, gi,111b2,dbu ma, gi,112a4,C4131,(no check),None,None,None,None,mdo 'grel, gi,140a5,mdo 'grel, gi,141a3,None
3504.0,ཚོགས་ཀྱི་གཏམ,D4166,mdo 'grel (spring yig), ge,173b1,mdo 'grel (spring yig), ge,175a4,Q5666,sprin yig, nge,208b1,sprin yig, nge,210a7,N4211,mdo 'grel,nge,204a5,mdo 'grel,nge,206a5,C4133,skyes rabs, ge,182a5,skyes rabs, ge,183b7,GT3425,sprin yig, nge,254b4,sprin yig, nge,257a3,None
3504.0,ཚོགས་ཀྱི་གཏམ,D4166,(no check),None,None,None,Q5422,dbu ma, gi,122a4,dbu ma, gi,124a1,None,dbu ma, gi,112a5,dbu ma, gi,114a4,C4133,(no check),None,None,None,None,mdo 'grel, gi,141a3,mdo 'grel, gi,143b2,None
3518.0,འདོད་པའི་ཡོན་ཏན་ལྔའི་ཉེས་དམིགས་བཤད་པ,D4180,mdo 'grel (spring yig), nge,39a7,mdo 'grel (spring yig), nge,39b6,Q5680,sprin yig, nge,281a7,sprin yig, nge,281b6,N4225,mdo 'grel,nge,277b5,mdo 'grel,nge,278a5,C4147,sprin yig, nge,39a6,sprin yig, nge,39b6,None,sprin yig, nge,341a3,sprin yig, nge,341b4,None
3520.0,བཤེས་པའི་སྤྲིང་ཡིག,D4182,mdo 'grel (spring yig), nge,40b4,mdo 'grel (spring yig), nge,46b3,Q5682,sprin yig, nge,282b8,sprin yig, nge,290a4,N4198,mdo 'grel,nge,279a1,mdo 'grel,nge,286b3,C4149,sprin yig, nge,40b3,sprin yig, nge,46b1,GT3412,sprin yig, nge,347a1,sprin yig, nge,355b2,None
