1,100,,,,,,,X,,,num,bo
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,189,བརྒྱ་ གྱ་དགུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,190,བརྒྱ་ དགུ་བཅུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,191,བརྒྱ་ གོ་གཅིག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,192,བརྒྱ་ གོ་གཉིས་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,193,བརྒྱ་ གོ་གསུམ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,194,བརྒྱ་ གོ་བཞི་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,195,བརྒྱ་ གོ་ལྔ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,196,བརྒྱ་ གོ་དྲུག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,197,བརྒྱ་ གོ་བདུན་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,198,བརྒྱ་ གོ་བརྒྱད་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,199,བརྒྱ་ གོ་དགུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,200,གཉིས་བརྒྱ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,201,གཉིས་བརྒྱ་ གཅིག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,202,གཉིས་བརྒྱ་ གཉིས་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,203,གཉིས་བརྒྱ་ གསུམ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,204,གཉིས་བརྒྱ་ བཞི་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,205,གཉིས་བརྒྱ་ ལྔ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,206,གཉིས་བརྒྱ་ དྲུག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,207,གཉིས་བརྒྱ་ བདུན་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,208,གཉིས་བརྒྱ་ བརྒྱད་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,209,གཉིས་བརྒྱ་ དགུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,210,གཉིས་བརྒྱ་ བཅུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,211,གཉིས་བརྒྱ་ བཅུ་གཅིག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,212,གཉིས་བརྒྱ་ བཅུ་གཉིས་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,213,གཉིས་བརྒྱ་ བཅུ་གསུམ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,214,གཉིས་བརྒྱ་ བཅུ་བཞི་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,215,གཉིས་བརྒྱ་ བཅོ་ལྔ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,216,གཉིས་བརྒྱ་ བཅུ་དྲུག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,217,གཉིས་བརྒྱ་ བཅུ་བདུན་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,218,གཉིས་བརྒྱ་ བཅོ་བརྒྱད་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,219,གཉིས་བརྒྱ་ བཅུ་དགུ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,220,གཉིས་བརྒྱ་ ཉི་ཤུ
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,221,གཉིས་བརྒྱ་ ཉེར་གཅིག་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,222,གཉིས་བརྒྱ་ ཉེར་གཉིས་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,223,གཉིས་བརྒྱ་ ཉེར་གསུམ་
,,,,,0b,,A1: first image to display; B1: last image to display,0,0,0,224,གཉིས་བརྒྱ་ ཉེར་བཞི་
